movie_name,target,movie_description,id
Interview With the Vampire,5,"Born as an 18th-century lord, Louis is now a bicentennial vampire, telling his story to an eager biographer. Suicidal after the death of his family, he meets Lestat, a vampire who persuades him to choose immortality over death and become his companion. Eventually, gentle Louis resolves to leave his violent maker, but Lestat guilts him into staying by turning a young girl -- whose addition to the ""family"" breeds even more conflict.",133582781801463565746908525847439834470
Rosaline,5,"Rosaline is a fresh and comedic twist on Shakespeare's classic love story ""Romeo & Juliet,"" told from the perspective of Juliet's cousin Rosaline (Kaitlyn Dever), who also happens to be Romeo's recent love interest. Heartbroken when Romeo (Kyle Allen) meets Juliet (Isabela Merced) and begins to pursue her, Rosaline schemes to foil the famous romance and win back her guy.",133582787347434941745412157395516357990
Love & Basketball,5,"Monica (Sanaa Lathan) and Quincy (Omar Epps) are two childhood friends who both aspire to be professional basketball players. Quincy, whose father, Zeke (Dennis Haysbert), plays for the Los Angeles Clippers, is a natural talent and a born leader. Monica is ferociously competitive but sometimes becomes overly emotional on the court. Over the years, the two begin to fall for each other, but their separate paths to basketball stardom threaten to pull them apart.",133582792893406317743915788943592881510
Adrift,5,"Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",133582799231659318885062796427108908390
Colonia,5,A determined stewardess (Emma Watson) tries to rescue her boyfriend (Daniel Brühl) when he becomes a prisoner during a military coup in Chile in 1973.,133582804777630694883566427975185431910
If I Stay,5,"Mia Hall (Chloë Grace Moretz), a talented young cellist, thought the most difficult decision she would ever have to make would be whether to pursue her musical dreams at prestigious Juilliard or follow her heart to be with the love of her life, Adam (Jamie Blackley), a rock singer/guitarist. However, a car wreck changes everything in an instant, and now Mia's life hangs in the balance. Suspended between life and death, Mia faces a choice that will decide her future.",133582810323602070882070059523261955430
Grease,5,"Experience the friendships, romances and adventures of a group of high school kids in the 1950s. Welcome to the singing and dancing world of ""Grease,"" the most successful movie musical of all time. A wholesome exchange student (Olivia Newton-John) and a leather-clad Danny (John Travolta) have a summer romance, but will it cross clique lines?",133582815869573446880573691071338478950
Far and Away,5,"Joseph (Tom Cruise) and his landlord's daughter, Shannon (Nicole Kidman), travel from Ireland to America in hopes of claiming free land in Oklahoma. The pair get sidetracked in Boston, where Joseph takes up boxing to support himself. When he loses a pivotal fight, the two are left penniless. Now faced with poverty, the two must find new ways to scrape by. As their affection for each other grows, Joseph questions whether he is truly what Shannon needs in her life.",133582822207826448021720698554854505830
How Do You Know,5,"Lisa Jorgenson's (Reese Witherspoon) entire life has been defined by softball, but at 31, she is deemed too old to play and cut from the team. After being cast adrift, she begins a fling with Matty (Owen Wilson), a charming womanizer who plays professional baseball. About the same time, she goes on a blind date with George (Paul Rudd), a businessman on the hook for stock fraud. Caught in a romantic triangle with the two men, Lisa ponders the meaning of love.",133582827753797824020224330102931029350
The Twilight Saga: New Moon,5,"After the abrupt departure of Edward (Robert Pattinson), her vampire love, Bella (Kristen Stewart) finds comfort in her deepening friendship with Jacob Black (Taylor Lautner). However Bella's loyalties are put to the test as she becomes drawn into the world of werewolves, ancient enemies of vampires.",133582833299769200018727961651007552870
Kompromat,5,"Based on incredible true events, Jérome Salle's gripping new espionage thriller depicts the remarkable story of a French public servant who unwittingly finds himself in conflict with one of the modern era's most powerful and dangerous forces: Russia's FSB. Gilles Lellouche stars as Mathieu, a gregarious and dedicated diplomat who accepts a posting to Irkutsk as the head of Siberia's Alliance Française. He hopes the change will be good for his family and struggling marriage, but before long Mathieu's staging of cultural events and support of artistic expression sees him fall afoul of local authorities. Accused of a terrible crime, he soon realizes someone has fabricated a case with Russia's Federal Security Service -- he has been framed. Arrested, imprisoned and isolated, Mathieu has nowhere to turn. Defending himself is impossible, the French authorities are helpless -- it seems he has no choice: to try and escape.",133582839638022201159874969134523579750
Paris Can Wait,5,"Anne (Diane Lane) is at a crossroads in her life. Married to a successful but inattentive movie producer (Alec Baldwin), she unexpectedly finds herself taking a car trip from Cannes to Paris with her husband's business associate (Arnaud Viard). What should be a seven-hour drive turns into a carefree two-day adventure replete with diversions involving picturesque sights, fine food and wine, humor, wisdom and romance, reawakening Anne's senses and giving her a new lust for life.",133582845183993577158378600682600103270
Enough Said,5,"Eva (Julia Louis-Dreyfus), a divorced single parent, seems generally happy but dreads her daughter's departure for college. Unexpectedly, Eva begins a romance with Albert (James Gandolfini), a nice man with whom she has much in common. Meanwhile, Eva finds a new friend in Marianne (Catherine Keener), a poet who is just about perfect except for one thing: She constantly denigrates her ex-husband -- Albert. The more Eva hears, the more she doubts her relationship with him.",133582850729964953156882232230676626790
50 First Dates,5,"Playboy vet Henry sets his heart on romancing Lucy, but she has short-term memory loss; she can't remember anything that happened the day before. So every morning, Henry has to woo her again. Her friends and family are very protective, and Henry must convince them that he's in it for love.",133582856275936329155385863778753150310
